,id,organization_id,url,type,species,breeds,colors,age,gender,size,coat,attributes,environment,tags,name,description,organization_animal_id,photos,primary_photo_cropped,videos,status,status_changed_at,published_at,distance,contact,_links
10,59753132,GA76,https://www.petfinder.com/dog/blackie-59753132/ga/winder/pup-and-cat-co-ga76/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Labrador Retriever', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Female,Medium,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': True, 'dogs': None, 'cats': None}",[],Blackie,Brownie is a gorgeous lab mix. She is very sweet and looking for her forever home. She is undergoing Heartworm...,18983710-Blackie012023,[],,[],adoptable,2023-01-28T17:16:36+0000,2023-01-28T17:16:35+0000,,"{'email': 'volunteers@pupandcatco.com', 'phone': '(770) 867-1622', 'address': {'address1': None, 'address2': None, 'city': 'Winder', 'state': 'GA', 'postcode': '30680', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753132'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ga76'}}"
11,59753133,GA76,https://www.petfinder.com/dog/brownie-59753133/ga/winder/pup-and-cat-co-ga76/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Black Mouth Cur', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Male,Medium,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Brownie,Brownie is a gorgeous Black Mouth Cur mix. He is very sweet and looking for his forever home. He is...,18983701-Brownie012023,[],,[],adoptable,2023-01-28T17:16:36+0000,2023-01-28T17:16:35+0000,,"{'email': 'volunteers@pupandcatco.com', 'phone': '(770) 867-1622', 'address': {'address1': None, 'address2': None, 'city': 'Winder', 'state': 'GA', 'postcode': '30680', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753133'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ga76'}}"
12,59753129,GA357,https://www.petfinder.com/dog/dh1-59753129/ga/lawrenceville/gwinnett-county-animal-control-and-welfare-ga357/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Pit Bull Terrier', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Male,Large,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Dh1,Primary Color: Black Age: 3yrs 0mths 0wks,93505,[],,[],adoptable,2023-01-28T17:16:15+0000,2023-01-28T17:16:14+0000,,"{'email': 'animalwelfare@gwinnettcounty.com', 'phone': '(770) 339-3200', 'address': {'address1': '884 Winder Hwy (Rte 29)', 'address2': None, 'city': 'Lawrenceville', 'state': 'GA', 'postcode': '30045', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753129'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ga357'}}"
13,59753130,GA357,https://www.petfinder.com/dog/93495-59753130/ga/lawrenceville/gwinnett-county-animal-control-and-welfare-ga357/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Poodle', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Female,Small,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],93495,Primary Color: White Age: 1yrs 0mths 0wks,93495,[],,[],adoptable,2023-01-28T17:16:15+0000,2023-01-28T17:16:14+0000,,"{'email': 'animalwelfare@gwinnettcounty.com', 'phone': '(770) 339-3200', 'address': {'address1': '884 Winder Hwy (Rte 29)', 'address2': None, 'city': 'Lawrenceville', 'state': 'GA', 'postcode': '30045', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753130'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ga357'}}"
14,59753128,TX276,https://www.petfinder.com/dog/dingo-59753128/tx/allen/city-of-allen-animal-shelter-tx276/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Yellow Labrador Retriever', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': 'Yellow / Tan / Blond / Fawn', 'secondary': None, 'tertiary': None}",Adult,Male,Large,,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': None, 'cats': True}","['Friendly', 'Affectionate', 'Playful', 'Curious', 'Funny', 'Athletic', 'Loves kisses']",Dingo,"Energetic, young adult male, yellow labrador mix.  Currently 47 lbs.  Friendly around people and kids.  Loves to play and be...",01202023-5,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753128/1/?bust=1674926171&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753128/1/?bust=1674926171&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753128/1/?bust=1674926171&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753128/1/?bust=1674926171'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753128/1/?bust=1674926171&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753128/1/?bust=1674926171&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753128/1/?bust=1674926171&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753128/1/?bust=1674926171'}",[],adoptable,2023-01-28T17:16:13+0000,2023-01-28T17:16:12+0000,,"{'email': 'animalshelter@cityofallen.org', 'phone': '(214) 509-4378', 'address': {'address1': '770 S. Allen Heights Drive', 'address2': 'Northwest Corner of Allen Heights & Bethany', 'city': 'Allen', 'state': 'TX', 'postcode': '75002', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753128'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/tx276'}}"
15,59753121,WA41,https://www.petfinder.com/dog/tiny-boss-59753121/wa/silverdale/kitsap-humane-society-wa41/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Jack Russell Terrier', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Male,Small,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Tiny Boss,Meet Tiny Boss! Tiny Boss is a three-year-old terrier mix. He enjoys spending his time cuddling and hugging his people....,106057,[],,[],adoptable,2023-01-28T17:16:04+0000,2023-01-28T17:16:03+0000,,"{'email': 'CustomerService@kitsap-humane.org', 'phone': '(360) 692-6977', 'address': {'address1': '9167 Dickey Road NW', 'address2': None, 'city': 'Silverdale', 'state': 'WA', 'postcode': '98383', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753121'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/wa41'}}"
16,59752770,TX2426,https://www.petfinder.com/dog/sandy-59752770/tx/cypress/big-love-rescue-tx2426/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Mixed Breed', 'secondary': 'Labrador Retriever', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Baby,Female,Large,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': True, 'dogs': True, 'cats': True}","['Playful', 'Affectionate', 'Curious', 'Funny', 'Athletic', 'Friendly', 'Smart']",Sandy,"Meet Sandy

Sandy is an adventurous, fun loving, and playful girl. She loves showing her brother, Reef, who is in...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/3/?bust=1674924646&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/3/?bust=1674924646&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/3/?bust=1674924646&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/3/?bust=1674924646'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/2/?bust=1674924645&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/2/?bust=1674924645&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/2/?bust=1674924645&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/2/?bust=1674924645'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/4/?bust=1674924646&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/4/?bust=1674924646&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/4/?bust=1674924646&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/4/?bust=1674924646'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/3/?bust=1674924646&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/3/?bust=1674924646&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/3/?bust=1674924646&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59752770/3/?bust=1674924646'}",[],adoptable,2023-01-28T17:15:53+0000,2023-01-28T17:15:52+0000,,"{'email': 'Blrescuetexas@gmail.com', 'phone': None, 'address': {'address1': None, 'address2': None, 'city': 'Cypress', 'state': 'TX', 'postcode': '77433', 'country': 'US'}}","{'self': {'href': '/v2/animals/59752770'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/tx2426'}}"
17,59753102,CA280,https://www.petfinder.com/dog/lillian-59753102/ca/berkeley/berkeley-humane-ca280/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Terrier', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Female,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Lillian,Primary Color: Brown Weight: 9lbs Age: 1yrs 3mths 4wks Animal has been Spayed,31245,[],,[],adoptable,2023-01-28T17:15:33+0000,2023-01-28T17:15:32+0000,,"{'email': 'information@berkeleyhumane.org', 'phone': '510-845-7735', 'address': {'address1': '2700 Ninth Street', 'address2': None, 'city': 'Berkeley', 'state': 'CA', 'postcode': '94710', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753102'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ca280'}}"
18,59753107,CA280,https://www.petfinder.com/dog/lulu-59753107/ca/berkeley/berkeley-humane-ca280/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Border Collie', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Female,Medium,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Lulu,Primary Color: Brown Weight: 42lbs Age: 2yrs 8mths 0wks Animal has been Spayed,30980,[],,[],adoptable,2023-01-28T17:15:33+0000,2023-01-28T17:15:32+0000,,"{'email': 'information@berkeleyhumane.org', 'phone': '510-845-7735', 'address': {'address1': '2700 Ninth Street', 'address2': None, 'city': 'Berkeley', 'state': 'CA', 'postcode': '94710', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753107'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ca280'}}"
19,59753114,CA280,https://www.petfinder.com/dog/kieran-59753114/ca/berkeley/berkeley-humane-ca280/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Shepherd', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Male,Large,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Kieran,"Very intelligent and active, will need daily training and enrichment. We are requiring that his adopter have previous large breed...",22277,[],,[],adoptable,2023-01-28T17:15:33+0000,2023-01-28T17:15:32+0000,,"{'email': 'information@berkeleyhumane.org', 'phone': '510-845-7735', 'address': {'address1': '2700 Ninth Street', 'address2': None, 'city': 'Berkeley', 'state': 'CA', 'postcode': '94710', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753114'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ca280'}}"
0,59753118,CA280,https://www.petfinder.com/dog/kalia-59753118/ca/berkeley/berkeley-humane-ca280/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Terrier', 'secondary': None, 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Adult,Female,Medium,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': False}","{'children': None, 'dogs': None, 'cats': None}",[],Kalia,Friendly and Playful! Would do best in a fairly active home that provides daily enrichment. Should not go to a...,31471,[],,[],adoptable,2023-01-28T17:15:33+0000,2023-01-28T17:15:32+0000,,"{'email': 'information@berkeleyhumane.org', 'phone': '510-845-7735', 'address': {'address1': '2700 Ninth Street', 'address2': None, 'city': 'Berkeley', 'state': 'CA', 'postcode': '94710', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753118'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ca280'}}"
1,59753095,FL221,https://www.petfinder.com/dog/harold-59753095/fl/lakeland/spca-florida-fl221/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Husky', 'secondary': 'Mixed Breed', 'mixed': True, 'unknown': False}","{'primary': 'Yellow / Tan / Blond / Fawn', 'secondary': None, 'tertiary': None}",Baby,Male,Small,,"{'spayed_neutered': True, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}","['Adoption Fee three hundred fifty', 'Training required']",Harold,,SFL-A-33355,[],,[],adoptable,2023-01-28T17:15:19+0000,2023-01-28T17:15:18+0000,,"{'email': 'adopt@spcaflorida.org', 'phone': '(863) 646-7722', 'address': {'address1': '5850 Brannen Road South', 'address2': None, 'city': 'Lakeland', 'state': 'FL', 'postcode': '33813', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753095'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/fl221'}}"
2,59753091,FL549,https://www.petfinder.com/dog/sas-a-10358-59753091/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Mixed Breed', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Red / Chestnut / Orange', 'secondary': None, 'tertiary': None}",Adult,Male,Medium,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],SAS-A-10358,,SAS-A-10358,[],,[],adoptable,2023-01-28T17:15:13+0000,2023-01-28T17:15:12+0000,,"{'email': 'animals@santarosa.fl.gov', 'phone': '(850) 983-4680', 'address': {'address1': '4451 Pine Forest Rd', 'address2': None, 'city': 'Milton', 'state': 'FL', 'postcode': '32583', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753091'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/fl549'}}"
3,59753092,FL549,https://www.petfinder.com/dog/nemriya-59753092/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Mixed Breed', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'White / Cream', 'secondary': None, 'tertiary': None}",Adult,Female,Large,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],Nemriya,,SAS-A-10360,[],,[],adoptable,2023-01-28T17:15:13+0000,2023-01-28T17:15:12+0000,,"{'email': 'animals@santarosa.fl.gov', 'phone': '(850) 983-4680', 'address': {'address1': '4451 Pine Forest Rd', 'address2': None, 'city': 'Milton', 'state': 'FL', 'postcode': '32583', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753092'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/fl549'}}"
4,59753093,FL549,https://www.petfinder.com/dog/sas-a-10359-59753093/fl/milton/santa-rosa-county-animal-services-fl549/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Mixed Breed', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Yellow / Tan / Blond / Fawn', 'secondary': None, 'tertiary': None}",Baby,Male,Medium,,"{'spayed_neutered': False, 'house_trained': False, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': None, 'cats': None}",[],SAS-A-10359,,SAS-A-10359,[],,[],adoptable,2023-01-28T17:15:13+0000,2023-01-28T17:15:12+0000,,"{'email': 'animals@santarosa.fl.gov', 'phone': '(850) 983-4680', 'address': {'address1': '4451 Pine Forest Rd', 'address2': None, 'city': 'Milton', 'state': 'FL', 'postcode': '32583', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753093'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/fl549'}}"
5,59753085,MA219,https://www.petfinder.com/dog/c-dot-j-59753085/ma/natick/all-dog-rescue-inc-ma219/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Yorkshire Terrier', 'secondary': 'Chihuahua', 'mixed': True, 'unknown': False}","{'primary': None, 'secondary': None, 'tertiary': None}",Young,Female,Small,Long,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': False, 'dogs': True, 'cats': None}","['Friendly', 'Affectionate', 'Gentle']",C.J.,C.J. is a female Yorkie mix who weighs 7.7 pounds.  She is anywhere from 3- 5 years old. C.J. is...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/1/?bust=1674926045&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/1/?bust=1674926045&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/1/?bust=1674926045&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/1/?bust=1674926045'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/2/?bust=1674926046&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/2/?bust=1674926046&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/2/?bust=1674926046&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/2/?bust=1674926046'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/3/?bust=1674926046&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/3/?bust=1674926046&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/3/?bust=1674926046&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/3/?bust=1674926046'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/4/?bust=1674926047&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/4/?bust=1674926047&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/4/?bust=1674926047&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/4/?bust=1674926047'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/5/?bust=1674926048&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/5/?bust=1674926048&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/5/?bust=1674926048&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/5/?bust=1674926048'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/6/?bust=1674926048&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/6/?bust=1674926048&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/6/?bust=1674926048&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/6/?bust=1674926048'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/1/?bust=1674926045&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/1/?bust=1674926045&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/1/?bust=1674926045&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753085/1/?bust=1674926045'}",[],adoptable,2023-01-28T17:14:10+0000,2023-01-28T17:14:09+0000,,"{'email': 'info@alldogrescue.org', 'phone': '(617) 507-9193', 'address': {'address1': 'P.O. Box 2072', 'address2': None, 'city': 'Natick', 'state': 'MA', 'postcode': '01760', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753085'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/ma219'}}"
6,59753079,MI817,https://www.petfinder.com/dog/ralphie-59753079/mi/traverse-city/great-lakes-humane-society-mi817/?referrer_id=44645836-a198-4236-bf59-9e331f936345,Dog,Dog,"{'primary': 'Pit Bull Terrier', 'secondary': None, 'mixed': False, 'unknown': False}","{'primary': 'Brown / Chocolate', 'secondary': None, 'tertiary': None}",Adult,Male,Large,Short,"{'spayed_neutered': True, 'house_trained': True, 'declawed': None, 'special_needs': False, 'shots_current': True}","{'children': None, 'dogs': True, 'cats': None}",['Friendly'],Ralphie,Ralphie is a four year old male pit mix and has spent his whole life on a chain before arriving...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/1/?bust=1674926012&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/1/?bust=1674926012&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/1/?bust=1674926012&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/1/?bust=1674926012'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/2/?bust=1674926012&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/2/?bust=1674926012&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/2/?bust=1674926012&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/2/?bust=1674926012'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/3/?bust=1674926013&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/3/?bust=1674926013&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/3/?bust=1674926013&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/3/?bust=1674926013'}]","{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/1/?bust=1674926012&width=300', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/1/?bust=1674926012&width=450', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/1/?bust=1674926012&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/59753079/1/?bust=1674926012'}",[],adoptable,2023-01-28T17:13:35+0000,2023-01-28T17:13:34+0000,,"{'email': 'greatlakeshumane@gmail.com', 'phone': '(231) 846-8293', 'address': {'address1': None, 'address2': None, 'city': 'Traverse City', 'state': 'MI', 'postcode': '49684', 'country': 'US'}}","{'self': {'href': '/v2/animals/59753079'}, 'type': {'href': '/v2/types/dog'}, 'organization': {'href': '/v2/organizations/mi817'}}"
